mssubclass,mszoning,lotfrontage,lotarea,street,alley,lotshape,landcontour,lotconfig,landslope,condition1,condition2,bldgtype,housestyle,overallqual,overallcond,yearbuilt,yearremodadd,roofstyle,roofmatl,exterior1st,exterior2nd,masvnrtype,masvnrarea,exterqual,extercond,foundation,bsmtqual,bsmtcond,bsmtexposure,bsmtfintype1,bsmtfinsf1,bsmtfintype2,bsmtfinsf2,bsmtunfsf,totalbsmtsf,heating,heatingqc,centralair,electrical,lowqualfinsf,bsmtfullbath,bsmthalfbath,fullbath,halfbath,bedroomabvgr,kitchenabvgr,kitchenqual,totrmsabvgrd,functional,fireplaces,fireplacequ,garagetype,garageyrblt,garagefinish,garagecars,garagequal,garagecond,paveddrive,wooddecksf,openporchsf,enclosedporch,3ssnporch,screenporch,poolarea,poolqc,fence,miscfeature,miscval,mosold,yrsold,saletype,salecondition,price_per_sqft
60,RL,58.0,10852,Pave,None,IR1,Lvl,Inside,Gtl,RRAn,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,786,Unf,0,173,959,GasA,Ex,Y,SBrkr,0,1,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,2000.0,Fin,2,TA,TA,Y,0,38,0,0,0,0,None,None,None,0,2,2006,WD,Normal,103.5308198683423
70,RL,120.0,13728,Pave,None,Reg,Lvl,Corner,Gtl,Norm,Norm,1Fam,2Story,6,7,1935,1986,Hip,CompShg,Stucco,Stucco,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,626,Unf,0,501,1127,GasA,Ex,Y,SBrkr,0,0,0,2,0,4,1,Gd,7,Typ,2,TA,Basment,1935.0,Unf,2,TA,TA,Y,0,0,0,0,90,0,None,None,None,0,7,2008,WD,Normal,111.48007590132828
60,RL,118.0,35760,Pave,None,IR1,Lvl,CulDSac,Gtl,Norm,Norm,1Fam,2Story,10,5,1995,1996,Hip,CompShg,HdBoard,HdBoard,BrkFace,1378.0,Gd,Gd,PConc,Ex,TA,Gd,GLQ,1387,Unf,0,543,1930,GasA,Ex,Y,SBrkr,0,1,0,3,1,4,1,Gd,10,Typ,1,TA,Attchd,1995.0,Fin,3,TA,TA,Y,361,76,0,0,0,0,None,None,None,0,7,2006,WD,Normal,172.31872070581747
80,RL,76.0,9880,Pave,None,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,SLvl,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,522,Unf,0,574,1096,GasA,TA,Y,SBrkr,0,1,0,1,0,3,1,TA,6,Typ,1,Po,Attchd,1977.0,Fin,1,TA,TA,Y,203,0,0,0,0,576,Gd,GdPrv,None,0,7,2008,WD,Normal,152.95169946332737
20,RL,76.0,9120,Pave,None,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,6,6,1958,1958,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,662,Unf,0,599,1261,GasA,Ex,Y,SBrkr,0,1,0,1,0,3,1,TA,6,Typ,1,TA,Attchd,1958.0,RFn,2,TA,TA,Y,0,0,0,0,288,0,None,None,Shed,1400,11,2008,WD,Normal,129.26249008723235
160,FV,35.0,4017,Pave,Pave,IR1,Lvl,Inside,Gtl,Norm,Norm,TwnhsE,2Story,7,5,2006,2007,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,625,625,GasA,Ex,Y,SBrkr,0,0,0,2,1,2,1,Gd,5,Typ,0,None,Detchd,2006.0,Fin,2,TA,TA,Y,0,54,0,0,0,0,None,None,None,0,3,2008,WD,Normal,137.52
50,RL,138.0,18030,Pave,None,IR1,Bnk,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,5,6,1946,1994,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,152,BLQ,469,977,1598,GasA,TA,Y,SBrkr,479,0,0,3,0,3,1,Ex,12,Maj1,1,Gd,None,0.0,None,0,None,None,Y,122,0,0,0,0,0,None,MnPrv,None,0,3,2007,WD,Normal,64.97083603370058
70,RL,80.0,16560,Pave,None,IR1,Lvl,Inside,Gtl,Norm,Norm,1Fam,2Story,6,8,1932,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,No,Rec,503,Unf,0,449,952,GasA,TA,Y,SBrkr,0,0,0,2,1,4,1,TA,9,Typ,1,Gd,Detchd,1932.0,Unf,2,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,7,2006,WD,Normal,101.91897654584221
50,RL,85.0,10678,Pave,None,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,8,5,1992,2000,Hip,CompShg,HdBoard,HdBoard,BrkFace,337.0,Gd,TA,PConc,Gd,TA,No,GLQ,700,Unf,0,983,1683,GasA,Ex,Y,SBrkr,0,0,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1992.0,Fin,2,TA,TA,Y,0,33,0,0,0,0,None,None,None,0,4,2007,WD,Normal,99.23398328690807
20,RL,37.0,6951,Pave,None,IR1,Lvl,CulDSac,Gtl,Norm,Norm,1Fam,1Story,5,5,1984,1985,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,658,Unf,0,218,876,GasA,TA,Y,SBrkr,0,1,0,1,0,3,1,TA,5,Typ,0,None,Attchd,1984.0,Unf,1,TA,TA,Y,362,0,0,0,0,0,None,MnPrv,None,0,10,2008,WD,Normal,129.4691224268689
50,RM,60.0,3950,Pave,Grvl,Reg,Bnk,Inside,Gtl,Artery,Norm,1Fam,1.5Fin,6,8,1926,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,468,Unf,0,350,818,GasA,TA,Y,SBrkr,0,0,0,1,0,3,1,TA,5,Typ,0,None,Detchd,1926.0,Unf,1,TA,TA,N,0,0,116,0,0,0,None,None,None,0,12,2009,WD,Normal,93.95424836601308
50,RL,54.0,7681,Pave,None,IR1,Lvl,FR2,Gtl,Norm,Norm,1Fam,1.5Fin,5,6,1921,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,731,731,GasA,Ex,Y,SBrkr,0,0,0,1,1,3,1,TA,7,Typ,1,Gd,Detchd,1921.0,Unf,1,Fa,TA,Y,192,0,102,0,0,0,None,None,None,0,7,2009,WD,Normal,115.33879374534624
20,RL,77.0,8335,Pave,None,Reg,Lvl,Corner,Gtl,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,Slab,None,None,None,None,0,None,0,0,0,GasA,Gd,Y,SBrkr,0,0,0,1,0,3,1,TA,5,Min2,1,Gd,None,0.0,None,0,None,None,N,0,36,190,0,0,0,None,None,None,0,4,2006,WD,Normal,82.74021352313167
60,RL,85.0,11170,Pave,None,IR2,Lvl,Corner,Gtl,Norm,Norm,1Fam,2Story,7,5,1990,1991,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,Wood,Gd,TA,No,LwQ,1216,Unf,0,0,1216,GasA,Ex,Y,SBrkr,0,0,0,2,1,4,1,TA,8,Typ,0,None,Attchd,1990.0,Fin,2,TA,TA,Y,0,0,0,0,0,0,None,GdPrv,None,0,4,2006,WD,Normal,99.44311853619729
120,RM,64.0,5587,Pave,None,IR1,HLS,Inside,Mod,Norm,Norm,TwnhsE,1Story,8,5,2008,2008,Hip,CompShg,CemntBd,CmentBd,Stone,186.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1480,Unf,0,120,1600,GasA,Ex,Y,SBrkr,0,1,1,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2008.0,Fin,2,TA,TA,Y,162,53,0,153,0,0,None,None,None,0,11,2008,New,Partial,237.590799031477
60,RL,160.0,15623,Pave,None,IR1,Lvl,Corner,Gtl,Norm,Norm,1Fam,2Story,10,5,1996,1996,Hip,CompShg,Wd Sdng,ImStucc,None,0.0,Gd,TA,PConc,Ex,TA,Av,GLQ,2096,Unf,0,300,2396,GasA,Ex,Y,SBrkr,0,1,0,3,1,4,1,Ex,10,Typ,2,TA,Attchd,1996.0,Fin,3,TA,TA,Y,171,78,0,0,0,555,Ex,MnPrv,None,0,7,2007,WD,Abnorml,166.4432529043789
30,RL,60.0,10800,Pave,Grvl,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,5,6,1920,1950,Hip,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,821,Unf,0,299,1120,GasA,Ex,Y,SBrkr,0,1,0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1970.0,Unf,2,TA,TA,Y,229,0,0,0,0,0,None,None,None,0,6,2006,WD,Normal,106.19469026548673
20,RL,50.0,35133,Grvl,None,Reg,Lvl,Inside,Mod,Norm,Norm,1Fam,1Story,5,4,1963,1963,Hip,CompShg,MetalSd,MetalSd,BrkFace,226.0,TA,TA,CBlock,TA,TA,Gd,Rec,1159,Unf,0,413,1572,GasA,Gd,Y,SBrkr,0,1,0,1,1,3,1,TA,5,Typ,2,TA,2Types,1963.0,RFn,3,TA,TA,Y,0,263,0,0,263,0,None,None,None,0,5,2007,WD,Normal,118.76590330788804
50,RL,60.0,9738,Pave,None,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,5,7,1924,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,392,Unf,0,392,784,GasA,Gd,Y,SBrkr,0,1,0,1,0,4,1,TA,7,Typ,0,None,Attchd,1965.0,Unf,1,TA,TA,Y,0,0,236,0,0,0,None,None,None,0,3,2006,WD,Normal,85.91318591318591
190,RL,107.0,10615,Pave,None,IR1,Bnk,Corner,Mod,Artery,Artery,2fmCon,2Story,3,5,1900,1970,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Fa,TA,Mn,BLQ,440,Unf,0,538,978,GasA,TA,Y,SBrkr,0,1,0,2,0,3,2,TA,7,Typ,0,None,CarPort,1920.0,Unf,2,Fa,Fa,Y,0,74,0,0,0,0,None,None,None,0,8,2009,WD,Abnorml,55.915244261330194
20,RL,89.0,12461,Pave,None,Reg,Lvl,Corner,Gtl,Norm,Norm,1Fam,1Story,8,5,1994,1995,Gable,CompShg,ImStucc,ImStucc,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1456,Unf,0,168,1624,GasA,Ex,Y,SBrkr,0,1,0,2,0,2,1,Gd,5,Typ,1,Fa,Attchd,1994.0,RFn,3,TA,TA,Y,0,114,192,0,0,0,None,GdPrv,None,0,7,2006,WD,Normal,161.33004926108376
60,RL,68.0,8935,Pave,None,IR1,Lvl,Inside,Gtl,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,95.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,831,831,GasA,Ex,Y,SBrkr,0,0,0,2,1,3,1,Gd,7,Typ,0,None,Attchd,2002.0,RFn,2,TA,TA,Y,144,68,0,0,0,0,None,None,None,0,7,2009,WD,Normal,117.46987951807229
60,RL,60.0,7500,Pave,None,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,994,994,GasA,Gd,Y,SBrkr,0,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1999.0,Fin,2,TA,TA,Y,140,60,0,0,0,0,None,None,None,0,6,2010,WD,Normal,104.76718403547672
190,RL,73.0,32463,Pave,None,Reg,Low,Inside,Mod,Norm,Norm,2fmCon,1Story,4,4,1961,1975,Gable,CompShg,MetalSd,MetalSd,Stone,149.0,TA,Gd,CBlock,TA,TA,Av,BLQ,1159,Unf,0,90,1249,GasA,Ex,Y,SBrkr,0,1,0,1,0,3,1,TA,7,Typ,1,TA,2Types,1975.0,Fin,4,TA,TA,Y,439,0,0,0,0,0,None,None,None,0,3,2007,WD,Normal,103.57583230579532
160,FV,24.0,2645,Pave,Pave,Reg,Lvl,Inside,Gtl,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,776,776,GasA,Ex,Y,SBrkr,0,0,0,2,1,2,1,Gd,5,Typ,0,None,Detchd,1999.0,Unf,2,TA,TA,Y,206,0,0,0,0,0,None,None,None,0,11,2007,WD,Normal,120.74947952810548
50,RM,60.0,9600,Pave,Grvl,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,5,8,1925,1994,Gambrel,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,Mn,Unf,0,Unf,0,702,702,GasA,Gd,Y,SBrkr,0,0,0,1,0,3,1,Gd,6,Typ,0,None,Detchd,1925.0,Unf,1,TA,Fa,P,0,0,84,0,0,0,None,GdWo,None,0,7,2007,WD,Normal,84.91847826086956
120,RM,73.0,4500,Pave,None,Reg,Lvl,FR2,Gtl,Norm,Norm,TwnhsE,1Story,6,5,1999,1999,Hip,CompShg,VinylSd,VinylSd,BrkFace,425.0,TA,TA,PConc,Ex,TA,No,GLQ,883,Unf,0,341,1224,GasA,Ex,Y,SBrkr,0,1,0,2,0,2,1,TA,5,Typ,0,None,Attchd,1999.0,Fin,2,TA,TA,Y,0,304,0,0,0,0,None,None,None,0,6,2009,WD,Normal,134.80392156862746
60,RL,80.0,9364,Pave,None,Reg,Lvl,Corner,Gtl,Norm,Norm,1Fam,2Story,6,7,1969,1969,Gable,CompShg,HdBoard,HdBoard,Stone,143.0,TA,TA,CBlock,TA,TA,No,ALQ,371,Unf,0,292,663,GasA,TA,Y,SBrkr,0,0,0,1,1,4,1,TA,7,Typ,0,None,Attchd,1969.0,Fin,1,TA,TA,Y,379,36,0,0,0,0,None,MnPrv,None,0,3,2010,WD,Normal,116.86390532544378
60,RL,51.0,8029,Pave,None,IR1,Lvl,Inside,Gtl,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,728,728,GasA,Ex,Y,SBrkr,0,0,0,2,1,3,1,Gd,8,Typ,0,None,Attchd,2005.0,Fin,2,TA,TA,Y,100,24,0,0,0,0,None,None,None,0,7,2008,WD,Normal,120.87912087912088
60,RL,58.0,14054,Pave,None,IR1,Lvl,Inside,Gtl,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,879,879,GasA,Ex,Y,SBrkr,0,0,0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2006.0,Fin,3,TA,TA,Y,100,17,0,0,0,0,None,None,None,0,11,2006,New,Partial,117.66505636070853
75,RM,65.0,8850,Pave,None,IR1,Bnk,Corner,Gtl,Norm,Norm,1Fam,2.5Unf,7,6,1916,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,815,815,GasA,Ex,Y,SBrkr,0,0,0,1,0,3,1,TA,7,Typ,1,Gd,Detchd,1916.0,Unf,1,TA,TA,Y,0,0,330,0,0,0,None,None,None,0,7,2006,ConLw,Normal,85.20710059171597
20,RL,70.0,9100,Pave,None,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1212,1212,GasA,Ex,Y,SBrkr,0,0,0,2,0,3,1,Gd,6,Typ,0,None,Attchd,2001.0,RFn,2,TA,TA,Y,356,0,0,0,0,0,None,None,None,0,6,2009,WD,Normal,146.86468646864685
20,RL,75.0,11235,Pave,None,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,4,5,1963,1979,Gable,CompShg,HdBoard,HdBoard,BrkFace,51.0,TA,TA,CBlock,TA,TA,No,Rec,547,Unf,0,504,1051,GasA,Gd,Y,SBrkr,0,0,0,1,1,3,1,TA,6,Typ,1,Po,Attchd,1974.0,Unf,2,TA,TA,Y,0,82,0,0,0,0,None,None,None,0,10,2006,WD,Normal,107.09117221418235
20,RL,71.0,9353,Pave,None,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,4,5,1970,1970,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,864,864,GasA,Gd,Y,SBrkr,0,0,0,1,0,3,1,TA,5,Typ,0,None,Attchd,1972.0,Unf,1,TA,TA,Y,0,0,0,0,0,0,None,None,Shed,0,7,2006,Oth,Abnorml,134.31712962962962
60,RL,80.0,10400,Pave,None,Reg,Lvl,Corner,Gtl,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,866,866,GasA,Ex,Y,SBrkr,0,0,0,2,1,3,1,Gd,6,Typ,0,None,Attchd,1998.0,RFn,2,TA,TA,Y,198,36,0,0,0,0,None,None,None,0,3,2009,WD,Normal,111.24227093872962
50,RM,50.0,6000,Pave,None,Reg,Lvl,Corner,Gtl,Norm,Norm,1Fam,1.5Fin,5,8,1925,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,884,884,GasA,Ex,Y,SBrkr,0,1,0,1,0,3,1,TA,5,Typ,1,Fa,Detchd,1960.0,Unf,1,TA,TA,N,0,0,208,0,0,0,None,None,None,0,5,2009,WD,Normal,86.79525222551929
20,RL,75.0,9750,Pave,None,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,171.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1630,1630,GasA,Ex,Y,SBrkr,0,0,0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,2000.0,Unf,2,TA,TA,Y,74,234,0,0,0,0,None,None,None,0,10,2009,WD,Normal,130.67484662576686
20,RL,78.0,10140,Pave,None,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,5,6,1975,1975,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,788,Unf,0,268,1056,GasA,Ex,Y,SBrkr,0,1,0,1,1,3,1,TA,6,Typ,0,None,Attchd,1975.0,RFn,2,TA,TA,Y,0,88,0,0,0,0,None,MnPrv,None,0,7,2006,WD,Normal,142.92364990689012
20,RL,90.0,14684,Pave,None,IR1,Lvl,CulDSac,Gtl,Norm,Norm,1Fam,1Story,7,7,1990,1991,Hip,CompShg,HdBoard,HdBoard,BrkFace,234.0,Gd,TA,CBlock,Gd,TA,Mn,ALQ,485,BLQ,177,1496,2158,GasA,Gd,Y,SBrkr,0,0,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,1990.0,RFn,3,TA,TA,Y,84,70,0,0,0,0,None,None,None,0,6,2009,WD,Normal,123.81602914389799
20,RH,66.5,8900,Pave,None,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,4,4,1966,1966,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,1056,Unf,0,0,1056,GasA,TA,Y,SBrkr,0,1,0,1,0,2,1,TA,5,Typ,0,None,Detchd,1966.0,Unf,1,TA,TA,Y,0,42,0,0,0,0,None,MnPrv,None,0,11,2006,WD,Normal,101.32575757575758
20,RL,70.0,9135,Pave,None,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,120.0,Gd,TA,PConc,Gd,TA,Av,GLQ,340,Unf,0,1342,1682,GasA,Ex,Y,SBrkr,0,1,0,2,0,3,1,Gd,7,Typ,0,None,Attchd,2003.0,RFn,2,TA,TA,Y,192,23,0,0,0,0,None,None,None,0,5,2006,WD,Normal,117.6470588235294
20,RL,70.0,7763,Pave,None,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,5,7,1962,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,504,BLQ,108,319,931,GasA,TA,Y,SBrkr,0,1,0,1,0,3,1,TA,6,Typ,0,None,Detchd,1980.0,Unf,2,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,10,2008,WD,Normal,109.11925175370226
20,RL,85.0,10182,Pave,None,IR1,Lvl,CulDSac,Gtl,RRNn,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,420.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,1220,Unf,0,440,1660,GasA,Ex,Y,SBrkr,0,1,0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2006.0,RFn,2,TA,TA,Y,322,50,0,0,0,0,None,None,None,0,5,2006,New,Partial,174.6987951807229
60,RL,70.0,11218,Pave,None,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1055,1055,GasA,Ex,Y,SBrkr,0,0,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1992.0,RFn,2,TA,TA,Y,635,104,0,0,0,0,None,GdPrv,Shed,400,5,2010,WD,Normal,102.4390243902439
50,RL,152.0,12134,Pave,None,IR1,Bnk,Inside,Mod,Norm,Norm,1Fam,1.5Fin,8,7,1988,2005,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,Wood,Gd,TA,Av,GLQ,427,Unf,0,132,559,GasA,Gd,Y,SBrkr,0,0,0,2,0,4,1,TA,8,Typ,0,None,Basment,1988.0,RFn,2,TA,TA,Y,325,12,0,0,0,0,None,None,None,0,6,2010,WD,Normal,93.60730593607306
30,RL,50.0,9340,Pave,None,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,4,6,1941,1950,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,344,Unf,0,328,672,GasA,TA,Y,SBrkr,0,1,0,1,0,2,1,TA,4,Typ,0,None,Attchd,1941.0,Unf,1,TA,TA,N,0,113,0,0,0,0,None,None,None,0,8,2009,WD,Normal,168.1547619047619
80,RL,71.0,10246,Pave,None,IR1,Lvl,CulDSac,Gtl,Norm,Norm,1Fam,SLvl,4,9,1965,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,Gd,Av,GLQ,648,Unf,0,0,648,GasA,Ex,Y,SBrkr,0,1,1,0,0,0,1,TA,3,Typ,0,None,Attchd,1965.0,Unf,1,TA,TA,Y,88,0,0,0,0,0,None,None,None,0,5,2006,WD,Normal,151.04166666666666
85,RL,69.0,10205,Pave,None,IR1,Lvl,Inside,Gtl,Norm,Norm,1Fam,SFoyer,5,5,1962,1962,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,784,Unf,0,141,925,GasA,TA,Y,SBrkr,0,1,0,1,0,3,1,TA,6,Typ,0,None,Attchd,1962.0,Unf,1,TA,TA,Y,150,72,0,0,0,0,None,None,None,0,5,2006,WD,Normal,134.63463463463464
20,RL,99.0,7094,Pave,None,IR1,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,5,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,180,LwQ,374,340,894,GasA,TA,Y,SBrkr,0,0,0,1,0,3,1,TA,5,Typ,0,None,Detchd,1966.0,RFn,1,TA,TA,Y,0,0,0,0,0,0,None,MnPrv,None,0,5,2007,WD,Normal,139.82102908277406
90,RM,68.0,8930,Pave,None,Reg,Lvl,Inside,Gtl,RRAe,Norm,Duplex,1.5Fin,6,5,1978,1978,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,Slab,None,None,None,None,0,None,0,0,0,GasA,TA,Y,SBrkr,0,0,0,2,0,4,2,TA,8,Typ,0,None,Attchd,1978.0,Unf,2,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,4,2010,WD,Normal,58.88538380651946
20,FV,72.0,8640,Pave,None,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,8,5,2009,2009,Gable,CompShg,CemntBd,CmentBd,Stone,72.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,936,Unf,0,364,1300,GasA,Ex,Y,SBrkr,0,1,0,2,0,3,1,Gd,6,Typ,0,None,Attchd,2009.0,RFn,2,TA,TA,Y,135,112,0,0,0,0,None,None,None,0,9,2009,New,Partial,174.6240487062405
50,RM,52.0,6240,Pave,None,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,4,5,1947,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,Slab,None,None,None,None,0,None,0,0,0,GasA,Gd,N,SBrkr,0,0,0,1,0,2,1,TA,3,Typ,0,None,None,0.0,None,0,None,None,N,0,0,0,0,0,0,None,None,None,0,7,2006,WD,Normal,88.26754385964912
160,RM,21.0,1680,Pave,None,Reg,Lvl,Inside,Gtl,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,CemntBd,CmentBd,BrkFace,236.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,672,672,GasA,TA,Y,SBrkr,0,0,0,1,1,3,1,TA,7,Typ,0,None,None,0.0,None,0,None,None,N,201,0,0,0,0,0,None,None,None,0,4,2006,WD,Abnorml,75.1231527093596
20,RL,66.0,7800,Pave,None,IR1,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,5,5,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,312,LwQ,600,0,912,GasA,TA,Y,SBrkr,0,0,0,1,0,2,1,TA,5,Typ,0,None,Attchd,1964.0,Unf,1,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,11,2006,WD,Abnorml,126.09649122807018
20,RL,55.0,8250,Pave,None,Reg,Lvl,Inside,Gtl,Feedr,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,250,LwQ,492,210,952,GasA,Ex,Y,SBrkr,0,0,0,1,0,3,1,TA,5,Typ,1,TA,Attchd,1968.0,Unf,1,TA,TA,Y,0,63,0,0,0,0,None,None,None,0,8,2008,WD,Normal,110.6523534269199
50,RL,78.0,10496,Pave,None,Reg,Lvl,Inside,Gtl,Artery,Norm,1Fam,1.5Fin,6,6,1949,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,320.0,TA,TA,CBlock,TA,TA,Mn,Rec,196,Unf,0,844,1040,GasA,Ex,Y,SBrkr,0,0,0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,1949.0,Unf,1,TA,TA,Y,0,0,0,0,0,0,None,GdWo,None,0,1,2007,WD,Normal,77.46478873239437
